,Toll,Vehicle,Type,trxtime
1,C,X5677,Tempo,2022-08-20 01:34:00
2,B,X5677,Tempo,2022-08-20 01:53:00
3,A,X5677,Tempo,2022-08-20 05:09:00
0,A,X5678,Truck,2022-08-20 09:51:00
1,B,X5678,Truck,2022-08-20 11:59:00
2,C,X5678,Truck,2022-08-20 12:18:00
3,D,X5678,Truck,2022-08-20 13:19:00
0,D,X5679,Tempo,2022-08-20 22:54:00
1,C,X5679,Tempo,2022-08-20 23:19:00
2,B,X5679,Tempo,2022-08-20 23:32:00
3,A,X5679,Tempo,2022-08-21 02:55:00
0,A,X5680,Truck,2022-08-20 19:32:00
1,B,X5680,Truck,2022-08-20 21:25:00
2,C,X5680,Truck,2022-08-20 21:50:00
3,D,X5680,Truck,2022-08-20 22:39:00
0,D,X5681,Truck,2022-08-20 22:18:00
1,C,X5681,Truck,2022-08-21 01:12:00
2,B,X5681,Truck,2022-08-21 01:28:00
3,A,X5681,Truck,2022-08-21 04:56:00
0,A,X5682,Car,2022-08-20 10:31:00
1,B,X5682,Car,2022-08-20 12:12:00
2,C,X5682,Car,2022-08-20 12:28:00
3,D,X5682,Car,2022-08-20 13:25:00
0,D,X5683,Tempo,2022-08-20 14:07:00
1,C,X5683,Tempo,2022-08-20 15:11:00
2,B,X5683,Tempo,2022-08-20 15:38:00
3,A,X5683,Tempo,2022-08-20 18:35:00
0,A,X5684,Truck,2022-08-20 02:08:00
1,B,X5684,Truck,2022-08-20 04:25:00
2,C,X5684,Truck,2022-08-20 04:46:00
3,D,X5684,Truck,2022-08-20 05:52:00
0,D,X5685,Truck,2022-08-20 18:10:00
1,C,X5685,Truck,2022-08-20 20:25:00
2,B,X5685,Truck,2022-08-20 20:51:00
3,A,X5685,Truck,2022-08-21 00:06:00
0,A,X5686,Truck,2022-08-20 01:21:00
1,B,X5686,Truck,2022-08-20 04:10:00
2,C,X5686,Truck,2022-08-20 04:26:00
3,D,X5686,Truck,2022-08-20 05:26:00
0,D,X5687,Truck,2022-08-20 16:01:00
1,C,X5687,Truck,2022-08-20 19:05:00
2,B,X5687,Truck,2022-08-20 19:41:00
3,A,X5687,Truck,2022-08-20 22:40:00
0,A,X5688,Car,2022-08-20 21:24:00
1,B,X5688,Car,2022-08-20 22:52:00
2,C,X5688,Car,2022-08-20 23:03:00
3,D,X5688,Car,2022-08-21 00:30:00
0,D,X5689,Tempo,2022-08-20 17:28:00
1,C,X5689,Tempo,2022-08-20 19:05:00
2,B,X5689,Tempo,2022-08-20 19:30:00
3,A,X5689,Tempo,2022-08-20 22:46:00
0,A,X5690,Truck,2022-08-20 10:47:00
1,B,X5690,Truck,2022-08-20 12:48:00
2,C,X5690,Truck,2022-08-20 13:09:00
3,D,X5690,Truck,2022-08-20 13:42:00
0,D,X5691,Tempo,2022-08-20 23:04:00
1,C,X5691,Tempo,2022-08-20 23:58:00
2,B,X5691,Tempo,2022-08-21 00:23:00
3,A,X5691,Tempo,2022-08-21 03:57:00
0,A,X5692,Tempo,2022-08-20 02:02:00
1,B,X5692,Tempo,2022-08-20 04:16:00
2,C,X5692,Tempo,2022-08-20 04:37:00
3,D,X5692,Tempo,2022-08-20 05:46:00
0,D,X5693,Truck,2022-08-20 10:50:00
1,C,X5693,Truck,2022-08-20 13:11:00
2,B,X5693,Truck,2022-08-20 13:36:00
3,A,X5693,Truck,2022-08-20 16:31:00
0,A,X5694,Car,2022-08-20 20:35:00
1,B,X5694,Car,2022-08-20 22:32:00
2,C,X5694,Car,2022-08-20 23:01:00
3,D,X5694,Car,2022-08-20 23:59:00
0,D,X5695,Truck,2022-08-20 05:08:00
1,C,X5695,Truck,2022-08-20 07:28:00
2,B,X5695,Truck,2022-08-20 07:55:00
3,A,X5695,Truck,2022-08-20 11:22:00
0,A,X5696,Tempo,2022-08-20 14:35:00
1,B,X5696,Tempo,2022-08-20 16:19:00
2,C,X5696,Tempo,2022-08-20 16:40:00
3,D,X5696,Tempo,2022-08-20 17:27:00
0,D,X5697,Truck,2022-08-20 17:14:00
1,C,X5697,Truck,2022-08-20 19:46:00
2,B,X5697,Truck,2022-08-20 19:59:00
3,A,X5697,Truck,2022-08-20 23:01:00
0,A,X5698,Tempo,2022-08-20 01:05:00
1,B,X5698,Tempo,2022-08-20 03:13:00
2,C,X5698,Tempo,2022-08-20 03:26:00
3,D,X5698,Tempo,2022-08-20 04:25:00
0,D,X5699,Tempo,2022-08-20 07:33:00
1,C,X5699,Tempo,2022-08-20 08:26:00
2,B,X5699,Tempo,2022-08-20 08:49:00
3,A,X5699,Tempo,2022-08-20 12:04:00
0,A,X5700,Truck,2022-08-20 13:06:00
1,B,X5700,Truck,2022-08-20 15:02:00
2,C,X5700,Truck,2022-08-20 15:23:00
3,D,X5700,Truck,2022-08-20 16:29:00
0,D,X5701,Tempo,2022-08-20 20:10:00
1,C,X5701,Tempo,2022-08-20 21:36:00
2,B,X5701,Tempo,2022-08-20 21:56:00
3,A,X5701,Tempo,2022-08-21 01:01:00
0,A,X5702,Truck,2022-08-20 13:45:00
1,B,X5702,Truck,2022-08-20 15:33:00
2,C,X5702,Truck,2022-08-20 15:54:00
3,D,X5702,Truck,2022-08-20 16:46:00
0,D,X5703,Truck,2022-08-20 04:27:00
1,C,X5703,Truck,2022-08-20 06:28:00
2,B,X5703,Truck,2022-08-20 06:48:00
3,A,X5703,Truck,2022-08-20 10:07:00
0,B,X5704,Tempo,2022-08-20 22:36:00
1,C,X5704,Tempo,2022-08-20 22:54:00
2,D,X5704,Tempo,2022-08-20 23:54:00
0,D,X5705,Car,2022-08-20 07:51:00
1,C,X5705,Car,2022-08-20 09:05:00
2,B,X5705,Car,2022-08-20 09:24:00
3,A,X5705,Car,2022-08-20 12:57:00
0,A,X5706,Truck,2022-08-20 00:46:00
1,B,X5706,Truck,2022-08-20 03:05:00
2,C,X5706,Truck,2022-08-20 03:25:00
3,D,X5706,Truck,2022-08-20 04:35:00
0,D,X5707,Tempo,2022-08-20 18:00:00
1,C,X5707,Tempo,2022-08-20 18:54:00
2,B,X5707,Tempo,2022-08-20 19:12:00
3,A,X5707,Tempo,2022-08-20 22:47:00
0,A,X5708,Truck,2022-08-20 13:02:00
1,B,X5708,Truck,2022-08-20 14:49:00
2,C,X5708,Truck,2022-08-20 15:10:00
3,D,X5708,Truck,2022-08-20 16:10:00
0,D,X5709,Car,2022-08-20 14:03:00
1,C,X5709,Car,2022-08-20 15:00:00
2,B,X5709,Car,2022-08-20 15:11:00
3,A,X5709,Car,2022-08-20 18:42:00
0,A,X5710,Tempo,2022-08-20 18:44:00
1,B,X5710,Tempo,2022-08-20 20:42:00
2,C,X5710,Tempo,2022-08-20 21:03:00
3,D,X5710,Tempo,2022-08-20 21:36:00
0,D,X5711,Truck,2022-08-20 14:23:00
1,C,X5711,Truck,2022-08-20 17:01:00
2,B,X5711,Truck,2022-08-20 17:31:00
3,A,X5711,Truck,2022-08-20 21:02:00
0,A,X5712,Car,2022-08-20 04:57:00
1,B,X5712,Car,2022-08-20 06:29:00
2,C,X5712,Car,2022-08-20 06:52:00
3,D,X5712,Car,2022-08-20 07:34:00
0,D,X5713,Tempo,2022-08-20 20:21:00
1,C,X5713,Tempo,2022-08-20 20:56:00
2,B,X5713,Tempo,2022-08-20 21:17:00
3,A,X5713,Tempo,2022-08-21 01:07:00
0,A,X5714,Tempo,2022-08-20 22:47:00
1,B,X5714,Tempo,2022-08-21 00:21:00
2,C,X5714,Tempo,2022-08-21 00:36:00
3,D,X5714,Tempo,2022-08-21 01:51:00
0,D,X5715,Truck,2022-08-20 11:13:00
1,C,X5715,Truck,2022-08-20 13:44:00
2,B,X5715,Truck,2022-08-20 14:04:00
3,A,X5715,Truck,2022-08-20 17:05:00
0,A,X5716,Truck,2022-08-20 12:57:00
1,B,X5716,Truck,2022-08-20 14:56:00
2,C,X5716,Truck,2022-08-20 15:16:00
3,D,X5716,Truck,2022-08-20 15:42:00
0,D,X5717,Tempo,2022-08-20 07:15:00
1,C,X5717,Tempo,2022-08-20 07:46:00
2,B,X5717,Tempo,2022-08-20 08:10:00
3,A,X5717,Tempo,2022-08-20 11:32:00
0,A,X5718,Tempo,2022-08-20 14:59:00
1,B,X5718,Tempo,2022-08-20 17:22:00
2,C,X5718,Tempo,2022-08-20 17:42:00
3,D,X5718,Tempo,2022-08-20 18:43:00
0,D,X5719,Car,2022-08-20 08:19:00
1,C,X5719,Car,2022-08-20 08:55:00
2,B,X5719,Car,2022-08-20 09:19:00
3,A,X5719,Car,2022-08-20 12:41:00
0,A,X5720,Tempo,2022-08-20 10:11:00
1,B,X5720,Tempo,2022-08-20 12:15:00
2,C,X5720,Tempo,2022-08-20 12:39:00
3,D,X5720,Tempo,2022-08-20 13:44:00
0,D,X5721,Truck,2022-08-20 08:57:00
1,C,X5721,Truck,2022-08-20 11:24:00
2,B,X5721,Truck,2022-08-20 11:37:00
3,A,X5721,Truck,2022-08-20 14:57:00
0,A,X5722,Truck,2022-08-20 09:41:00
1,B,X5722,Truck,2022-08-20 11:58:00
2,C,X5722,Truck,2022-08-20 12:15:00
3,D,X5722,Truck,2022-08-20 13:03:00
0,D,X5723,Truck,2022-08-20 08:14:00
1,C,X5723,Truck,2022-08-20 10:50:00
2,B,X5723,Truck,2022-08-20 11:22:00
3,A,X5723,Truck,2022-08-20 15:06:00
0,A,X5724,Car,2022-08-20 14:53:00
1,B,X5724,Car,2022-08-20 16:51:00
2,C,X5724,Car,2022-08-20 17:19:00
3,D,X5724,Car,2022-08-20 18:48:00
0,D,X5725,Truck,2022-08-20 00:38:00
1,C,X5725,Truck,2022-08-20 02:59:00
2,B,X5725,Truck,2022-08-20 03:19:00
3,A,X5725,Truck,2022-08-20 06:58:00
0,A,X5726,Car,2022-08-20 01:37:00
1,B,X5726,Car,2022-08-20 03:31:00
2,C,X5726,Car,2022-08-20 03:51:00
3,D,X5726,Car,2022-08-20 04:18:00
0,D,X5727,Tempo,2022-08-20 09:29:00
1,C,X5727,Tempo,2022-08-20 10:27:00
2,B,X5727,Tempo,2022-08-20 10:44:00
3,A,X5727,Tempo,2022-08-20 14:04:00
0,A,X5728,Truck,2022-08-20 08:07:00
1,B,X5728,Truck,2022-08-20 10:34:00
2,C,X5728,Truck,2022-08-20 10:51:00
3,D,X5728,Truck,2022-08-20 11:37:00
0,D,X5729,Car,2022-08-20 15:13:00
1,C,X5729,Car,2022-08-20 15:50:00
2,B,X5729,Car,2022-08-20 16:12:00
3,A,X5729,Car,2022-08-20 19:49:00
0,A,X5730,Car,2022-08-20 12:11:00
1,B,X5730,Car,2022-08-20 14:00:00
2,C,X5730,Car,2022-08-20 14:17:00
3,D,X5730,Car,2022-08-20 15:21:00
0,D,X5731,Truck,2022-08-20 10:52:00
1,C,X5731,Truck,2022-08-20 13:47:00
2,B,X5731,Truck,2022-08-20 14:03:00
3,A,X5731,Truck,2022-08-20 17:26:00
0,A,X5732,Car,2022-08-20 15:07:00
1,B,X5732,Car,2022-08-20 17:24:00
2,C,X5732,Car,2022-08-20 17:46:00
3,D,X5732,Car,2022-08-20 19:06:00
0,D,X5733,Truck,2022-08-20 02:48:00
1,C,X5733,Truck,2022-08-20 05:25:00
2,B,X5733,Truck,2022-08-20 05:47:00
3,A,X5733,Truck,2022-08-20 08:44:00
0,A,X5734,Tempo,2022-08-20 18:13:00
1,B,X5734,Tempo,2022-08-20 20:28:00
2,C,X5734,Tempo,2022-08-20 20:51:00
3,D,X5734,Tempo,2022-08-20 21:33:00
0,D,X5735,Car,2022-08-20 16:34:00
1,C,X5735,Car,2022-08-20 17:33:00
2,B,X5735,Car,2022-08-20 17:53:00
3,A,X5735,Car,2022-08-20 21:37:00
0,A,X5736,Car,2022-08-20 17:41:00
1,B,X5736,Car,2022-08-20 20:10:00
2,C,X5736,Car,2022-08-20 20:24:00
3,D,X5736,Car,2022-08-20 21:05:00
0,D,X5737,Tempo,2022-08-20 17:27:00
1,C,X5737,Tempo,2022-08-20 18:31:00
2,B,X5737,Tempo,2022-08-20 18:46:00
3,A,X5737,Tempo,2022-08-20 22:13:00
0,B,X5738,Tempo,2022-08-20 02:38:00
1,C,X5738,Tempo,2022-08-20 02:53:00
2,D,X5738,Tempo,2022-08-20 04:09:00
0,D,X5739,Tempo,2022-08-20 18:43:00
1,C,X5739,Tempo,2022-08-20 20:10:00
2,B,X5739,Tempo,2022-08-20 20:20:00
3,A,X5739,Tempo,2022-08-20 23:58:00
0,A,X5740,Tempo,2022-08-20 17:45:00
1,B,X5740,Tempo,2022-08-20 20:29:00
2,C,X5740,Tempo,2022-08-20 20:47:00
3,D,X5740,Tempo,2022-08-20 21:11:00
0,D,X5741,Truck,2022-08-20 20:29:00
1,C,X5741,Truck,2022-08-20 22:34:00
2,B,X5741,Truck,2022-08-20 22:50:00
3,A,X5741,Truck,2022-08-21 02:56:00
0,A,X5742,Tempo,2022-08-20 17:30:00
1,B,X5742,Tempo,2022-08-20 19:59:00
2,C,X5742,Tempo,2022-08-20 20:16:00
3,D,X5742,Tempo,2022-08-20 20:58:00
0,D,X5743,Truck,2022-08-20 18:07:00
1,C,X5743,Truck,2022-08-20 21:10:00
2,B,X5743,Truck,2022-08-20 21:25:00
3,A,X5743,Truck,2022-08-21 00:37:00
0,A,X5744,Car,2022-08-20 08:50:00
1,B,X5744,Car,2022-08-20 10:44:00
2,C,X5744,Car,2022-08-20 11:07:00
3,D,X5744,Car,2022-08-20 11:40:00
0,D,X5745,Car,2022-08-20 19:46:00
1,C,X5745,Car,2022-08-20 20:49:00
2,B,X5745,Car,2022-08-20 21:15:00
3,A,X5745,Car,2022-08-21 00:16:00
0,A,X5746,Truck,2022-08-20 21:46:00
1,B,X5746,Truck,2022-08-21 00:02:00
2,C,X5746,Truck,2022-08-21 00:19:00
3,D,X5746,Truck,2022-08-21 01:10:00
0,D,X5747,Truck,2022-08-20 02:56:00
1,C,X5747,Truck,2022-08-20 05:07:00
2,B,X5747,Truck,2022-08-20 05:29:00
3,A,X5747,Truck,2022-08-20 08:45:00
0,A,X5748,Tempo,2022-08-20 04:07:00
1,B,X5748,Tempo,2022-08-20 06:15:00
2,C,X5748,Tempo,2022-08-20 06:36:00
3,D,X5748,Tempo,2022-08-20 07:48:00
0,D,X5749,Truck,2022-08-20 13:33:00
1,C,X5749,Truck,2022-08-20 16:32:00
2,B,X5749,Truck,2022-08-20 16:58:00
3,A,X5749,Truck,2022-08-20 20:11:00
0,A,X5750,Car,2022-08-20 17:54:00
1,B,X5750,Car,2022-08-20 20:31:00
2,C,X5750,Car,2022-08-20 20:49:00
3,D,X5750,Car,2022-08-20 22:02:00
0,D,X5751,Car,2022-08-20 22:42:00
1,C,X5751,Car,2022-08-21 00:02:00
2,B,X5751,Car,2022-08-21 00:25:00
3,A,X5751,Car,2022-08-21 03:30:00
0,A,X5752,Car,2022-08-20 01:00:00
1,B,X5752,Car,2022-08-20 02:35:00
2,C,X5752,Car,2022-08-20 03:00:00
3,D,X5752,Car,2022-08-20 03:47:00
0,D,X5753,Car,2022-08-20 01:51:00
1,C,X5753,Car,2022-08-20 03:01:00
2,B,X5753,Car,2022-08-20 03:25:00
3,A,X5753,Car,2022-08-20 06:11:00
0,B,X5754,Car,2022-08-20 19:43:00
1,C,X5754,Car,2022-08-20 20:02:00
2,D,X5754,Car,2022-08-20 21:33:00
0,D,X5755,Truck,2022-08-20 05:11:00
1,C,X5755,Truck,2022-08-20 07:42:00
2,B,X5755,Truck,2022-08-20 08:00:00
3,A,X5755,Truck,2022-08-20 11:29:00
0,A,X5756,Car,2022-08-20 03:02:00
1,B,X5756,Car,2022-08-20 05:37:00
2,C,X5756,Car,2022-08-20 05:58:00
3,D,X5756,Car,2022-08-20 07:17:00
0,D,X5757,Car,2022-08-20 08:45:00
1,C,X5757,Car,2022-08-20 10:04:00
2,B,X5757,Car,2022-08-20 10:31:00
3,A,X5757,Car,2022-08-20 13:54:00
0,A,X5758,Truck,2022-08-20 17:15:00
1,B,X5758,Truck,2022-08-20 19:22:00
2,C,X5758,Truck,2022-08-20 19:47:00
3,D,X5758,Truck,2022-08-20 21:00:00
0,D,X5759,Tempo,2022-08-20 17:43:00
1,C,X5759,Tempo,2022-08-20 18:39:00
2,B,X5759,Tempo,2022-08-20 19:01:00
3,A,X5759,Tempo,2022-08-20 22:14:00
0,A,X5760,Car,2022-08-20 10:31:00
1,B,X5760,Car,2022-08-20 12:29:00
2,C,X5760,Car,2022-08-20 12:56:00
3,D,X5760,Car,2022-08-20 13:58:00
0,D,X5761,Tempo,2022-08-20 13:51:00
1,C,X5761,Tempo,2022-08-20 14:24:00
2,B,X5761,Tempo,2022-08-20 14:45:00
3,A,X5761,Tempo,2022-08-20 17:37:00
0,A,X5762,Truck,2022-08-20 20:05:00
1,B,X5762,Truck,2022-08-20 21:30:00
2,C,X5762,Truck,2022-08-20 21:44:00
3,D,X5762,Truck,2022-08-20 22:36:00
0,D,X5763,Car,2022-08-20 00:53:00
1,C,X5763,Car,2022-08-20 01:38:00
2,B,X5763,Car,2022-08-20 02:06:00
3,A,X5763,Car,2022-08-20 05:15:00
0,A,X5764,Tempo,2022-08-20 23:03:00
1,B,X5764,Tempo,2022-08-21 01:07:00
2,C,X5764,Tempo,2022-08-21 01:24:00
3,D,X5764,Tempo,2022-08-21 02:55:00
0,D,X5765,Tempo,2022-08-20 02:13:00
1,C,X5765,Tempo,2022-08-20 02:58:00
2,B,X5765,Tempo,2022-08-20 03:23:00
3,A,X5765,Tempo,2022-08-20 06:44:00
0,A,X5766,Truck,2022-08-20 01:56:00
1,B,X5766,Truck,2022-08-20 03:54:00
2,C,X5766,Truck,2022-08-20 04:22:00
3,D,X5766,Truck,2022-08-20 05:32:00
0,D,X5767,Truck,2022-08-20 22:44:00
1,C,X5767,Truck,2022-08-21 01:13:00
2,B,X5767,Truck,2022-08-21 01:32:00
3,A,X5767,Truck,2022-08-21 05:22:00
0,A,X5768,Tempo,2022-08-20 09:42:00
1,B,X5768,Tempo,2022-08-20 11:47:00
2,C,X5768,Tempo,2022-08-20 12:05:00
3,D,X5768,Tempo,2022-08-20 12:58:00
0,D,X5769,Truck,2022-08-20 19:50:00
1,C,X5769,Truck,2022-08-20 22:36:00
2,B,X5769,Truck,2022-08-20 23:02:00
3,A,X5769,Truck,2022-08-21 02:23:00
0,A,X5770,Truck,2022-08-20 10:19:00
1,B,X5770,Truck,2022-08-20 11:57:00
2,C,X5770,Truck,2022-08-20 12:06:00
3,D,X5770,Truck,2022-08-20 13:34:00
0,D,X5771,Tempo,2022-08-20 04:50:00
1,C,X5771,Tempo,2022-08-20 05:56:00
2,B,X5771,Tempo,2022-08-20 06:17:00
3,A,X5771,Tempo,2022-08-20 09:45:00
0,A,X5772,Tempo,2022-08-20 01:33:00
1,B,X5772,Tempo,2022-08-20 03:43:00
2,C,X5772,Tempo,2022-08-20 04:11:00
3,D,X5772,Tempo,2022-08-20 04:56:00
0,D,X5773,Truck,2022-08-20 06:57:00
1,C,X5773,Truck,2022-08-20 09:13:00
2,B,X5773,Truck,2022-08-20 09:35:00
3,A,X5773,Truck,2022-08-20 13:22:00
0,A,X5774,Car,2022-08-20 02:06:00
1,B,X5774,Car,2022-08-20 04:06:00
2,C,X5774,Car,2022-08-20 04:24:00
3,D,X5774,Car,2022-08-20 05:26:00
0,D,X5775,Truck,2022-08-20 21:55:00
1,C,X5775,Truck,2022-08-21 01:02:00
2,B,X5775,Truck,2022-08-21 01:15:00
3,A,X5775,Truck,2022-08-21 05:04:00
0,A,X5776,Truck,2022-08-20 09:06:00
1,B,X5776,Truck,2022-08-20 11:36:00
2,C,X5776,Truck,2022-08-20 11:53:00
3,D,X5776,Truck,2022-08-20 12:42:00
0,D,X5777,Car,2022-08-20 03:07:00
1,C,X5777,Car,2022-08-20 04:16:00
2,B,X5777,Car,2022-08-20 04:29:00
3,A,X5777,Car,2022-08-20 08:03:00
0,A,X5778,Tempo,2022-08-20 04:56:00
1,B,X5778,Tempo,2022-08-20 07:36:00
2,C,X5778,Tempo,2022-08-20 07:57:00
3,D,X5778,Tempo,2022-08-20 09:12:00
0,D,X5779,Tempo,2022-08-20 23:04:00
1,C,X5779,Tempo,2022-08-21 00:09:00
2,B,X5779,Tempo,2022-08-21 00:21:00
3,A,X5779,Tempo,2022-08-21 03:28:00
0,A,X5780,Car,2022-08-20 23:53:00
1,B,X5780,Car,2022-08-21 02:09:00
2,C,X5780,Car,2022-08-21 02:28:00
3,D,X5780,Car,2022-08-21 03:30:00
0,D,X5781,Tempo,2022-08-20 17:03:00
1,C,X5781,Tempo,2022-08-20 17:54:00
2,B,X5781,Tempo,2022-08-20 18:10:00
3,A,X5781,Tempo,2022-08-20 21:11:00
0,A,X5782,Car,2022-08-20 18:55:00
1,B,X5782,Car,2022-08-20 21:23:00
2,C,X5782,Car,2022-08-20 21:49:00
3,D,X5782,Car,2022-08-20 22:54:00
0,D,X5783,Car,2022-08-20 11:06:00
1,C,X5783,Car,2022-08-20 12:36:00
2,B,X5783,Car,2022-08-20 12:45:00
3,A,X5783,Car,2022-08-20 15:55:00
0,A,X5784,Truck,2022-08-20 12:55:00
1,B,X5784,Truck,2022-08-20 15:09:00
2,C,X5784,Truck,2022-08-20 15:16:00
3,D,X5784,Truck,2022-08-20 16:16:00
0,D,X5785,Tempo,2022-08-20 16:06:00
1,C,X5785,Tempo,2022-08-20 17:21:00
2,B,X5785,Tempo,2022-08-20 17:47:00
3,A,X5785,Tempo,2022-08-20 20:33:00
0,B,X5786,Tempo,2022-08-20 17:46:00
1,C,X5786,Tempo,2022-08-20 18:06:00
2,D,X5786,Tempo,2022-08-20 19:26:00
0,D,X5787,Truck,2022-08-20 18:49:00
1,C,X5787,Truck,2022-08-20 21:03:00
2,B,X5787,Truck,2022-08-20 21:15:00
3,A,X5787,Truck,2022-08-21 00:57:00
0,A,X5788,Tempo,2022-08-20 11:36:00
1,B,X5788,Tempo,2022-08-20 13:26:00
2,C,X5788,Tempo,2022-08-20 13:49:00
3,D,X5788,Tempo,2022-08-20 14:49:00
0,D,X5789,Car,2022-08-20 16:20:00
1,C,X5789,Car,2022-08-20 17:28:00
2,B,X5789,Car,2022-08-20 17:48:00
3,A,X5789,Car,2022-08-20 20:52:00
0,A,X5790,Car,2022-08-20 18:43:00
1,B,X5790,Car,2022-08-20 21:12:00
2,C,X5790,Car,2022-08-20 21:32:00
3,D,X5790,Car,2022-08-20 22:12:00
0,D,X5791,Tempo,2022-08-20 18:33:00
1,C,X5791,Tempo,2022-08-20 19:41:00
2,B,X5791,Tempo,2022-08-20 20:05:00
3,A,X5791,Tempo,2022-08-20 23:27:00
0,A,X5792,Truck,2022-08-20 07:01:00
1,B,X5792,Truck,2022-08-20 09:19:00
2,C,X5792,Truck,2022-08-20 09:42:00
3,D,X5792,Truck,2022-08-20 10:51:00
0,D,X5793,Car,2022-08-20 13:03:00
1,C,X5793,Car,2022-08-20 13:59:00
2,B,X5793,Car,2022-08-20 14:17:00
3,A,X5793,Car,2022-08-20 17:17:00
0,A,X5794,Truck,2022-08-20 10:01:00
1,B,X5794,Truck,2022-08-20 12:07:00
2,C,X5794,Truck,2022-08-20 12:28:00
3,D,X5794,Truck,2022-08-20 13:32:00
0,D,X5795,Truck,2022-08-20 19:19:00
1,C,X5795,Truck,2022-08-20 21:03:00
2,B,X5795,Truck,2022-08-20 21:13:00
3,A,X5795,Truck,2022-08-21 00:36:00
0,A,X5796,Car,2022-08-20 06:23:00
1,B,X5796,Car,2022-08-20 08:10:00
2,C,X5796,Car,2022-08-20 08:28:00
3,D,X5796,Car,2022-08-20 09:24:00
0,D,X5797,Truck,2022-08-20 21:04:00
1,C,X5797,Truck,2022-08-20 23:27:00
2,B,X5797,Truck,2022-08-20 23:48:00
3,A,X5797,Truck,2022-08-21 03:04:00
0,A,X5798,Truck,2022-08-20 00:25:00
1,B,X5798,Truck,2022-08-20 03:16:00
2,C,X5798,Truck,2022-08-20 03:33:00
3,D,X5798,Truck,2022-08-20 04:42:00
0,D,X5799,Truck,2022-08-20 07:25:00
1,C,X5799,Truck,2022-08-20 09:59:00
2,B,X5799,Truck,2022-08-20 10:19:00
3,A,X5799,Truck,2022-08-20 13:55:00
0,A,X5800,Car,2022-08-20 15:22:00
1,B,X5800,Car,2022-08-20 17:42:00
2,C,X5800,Car,2022-08-20 17:59:00
3,D,X5800,Car,2022-08-20 18:49:00
0,D,X5801,Car,2022-08-20 14:40:00
1,C,X5801,Car,2022-08-20 15:36:00
2,B,X5801,Car,2022-08-20 16:04:00
3,A,X5801,Car,2022-08-20 18:50:00
0,A,X5802,Truck,2022-08-20 10:28:00
1,B,X5802,Truck,2022-08-20 12:35:00
2,C,X5802,Truck,2022-08-20 12:46:00
3,D,X5802,Truck,2022-08-20 13:51:00
0,D,X5803,Tempo,2022-08-20 20:05:00
1,C,X5803,Tempo,2022-08-20 21:04:00
2,B,X5803,Tempo,2022-08-20 21:25:00
3,A,X5803,Tempo,2022-08-21 00:27:00
0,A,X5804,Truck,2022-08-20 10:33:00
1,B,X5804,Truck,2022-08-20 13:32:00
2,C,X5804,Truck,2022-08-20 13:49:00
3,D,X5804,Truck,2022-08-20 14:57:00
0,D,X5805,Truck,2022-08-20 17:50:00
1,C,X5805,Truck,2022-08-20 20:23:00
2,B,X5805,Truck,2022-08-20 20:36:00
3,A,X5805,Truck,2022-08-20 23:36:00
0,A,X5806,Truck,2022-08-20 11:02:00
1,B,X5806,Truck,2022-08-20 13:06:00
2,C,X5806,Truck,2022-08-20 13:26:00
3,D,X5806,Truck,2022-08-20 14:35:00
0,D,X5807,Truck,2022-08-20 21:05:00
1,C,X5807,Truck,2022-08-20 23:10:00
2,B,X5807,Truck,2022-08-20 23:31:00
3,A,X5807,Truck,2022-08-21 02:58:00
0,A,X5808,Truck,2022-08-20 21:13:00
1,B,X5808,Truck,2022-08-20 23:27:00
2,C,X5808,Truck,2022-08-20 23:52:00
3,D,X5808,Truck,2022-08-21 00:49:00
0,D,X5809,Car,2022-08-20 23:16:00
1,C,X5809,Car,2022-08-21 00:31:00
2,B,X5809,Car,2022-08-21 00:52:00
3,A,X5809,Car,2022-08-21 03:56:00
0,A,X5810,Car,2022-08-20 09:14:00
1,B,X5810,Car,2022-08-20 11:31:00
2,C,X5810,Car,2022-08-20 11:45:00
3,D,X5810,Car,2022-08-20 13:12:00
0,D,X5811,Truck,2022-08-20 22:40:00
1,C,X5811,Truck,2022-08-21 01:10:00
2,B,X5811,Truck,2022-08-21 01:28:00
3,A,X5811,Truck,2022-08-21 04:53:00
0,A,X5812,Truck,2022-08-20 02:38:00
1,B,X5812,Truck,2022-08-20 05:02:00
2,C,X5812,Truck,2022-08-20 05:26:00
3,D,X5812,Truck,2022-08-20 06:14:00
0,D,X5813,Truck,2022-08-20 01:47:00
1,C,X5813,Truck,2022-08-20 04:27:00
2,B,X5813,Truck,2022-08-20 04:44:00
3,A,X5813,Truck,2022-08-20 08:18:00
0,A,X5814,Truck,2022-08-20 00:02:00
1,B,X5814,Truck,2022-08-20 02:06:00
2,C,X5814,Truck,2022-08-20 02:19:00
3,D,X5814,Truck,2022-08-20 02:59:00
0,D,X5815,Car,2022-08-20 15:42:00
1,C,X5815,Car,2022-08-20 16:53:00
2,B,X5815,Car,2022-08-20 17:01:00
3,A,X5815,Car,2022-08-20 20:22:00
0,A,X5816,Tempo,2022-08-20 01:28:00
1,B,X5816,Tempo,2022-08-20 04:04:00
2,C,X5816,Tempo,2022-08-20 04:26:00
3,D,X5816,Tempo,2022-08-20 05:01:00
0,D,X5817,Truck,2022-08-20 01:00:00
1,C,X5817,Truck,2022-08-20 03:25:00
2,B,X5817,Truck,2022-08-20 03:49:00
